1,1,0.0055248618784530384,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 120 Gb, External Monitor: 19'' LCD])
92,2,0.5082872928176796,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
93,1,0.5138121546961326,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
93,2,0.5138121546961326,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
94,1,0.5193370165745856,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
94,2,0.5193370165745856,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
95,1,0.5248618784530387,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
95,2,0.5248618784530387,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
96,1,0.5303867403314917,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
96,2,0.5303867403314917,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
97,1,0.5359116022099447,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
97,2,0.5359116022099447,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
98,1,0.5414364640883977,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
98,2,0.5414364640883977,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
99,1,0.5469613259668509,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
99,2,0.5469613259668509,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
100,1,0.5524861878453039,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
100,2,0.5524861878453039,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
101,1,0.5580110497237569,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
101,2,0.5580110497237569,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
102,1,0.56353591160221,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
102,2,0.56353591160221,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
103,1,0.569060773480663,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
103,2,0.569060773480663,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
104,1,0.574585635359116,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
104,2,0.574585635359116,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
105,1,0.580110497237569,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
105,2,0.580110497237569,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
106,1,0.585635359116022,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
106,2,0.585635359116022,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
107,1,0.5911602209944752,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
107,2,0.5911602209944752,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
108,1,0.5966850828729282,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
108,2,0.5966850828729282,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
109,1,0.6022099447513812,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
109,2,0.6022099447513812,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
110,1,0.6077348066298343,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
110,2,0.6077348066298343,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
111,1,0.6132596685082873,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
111,2,0.6132596685082873,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
112,1,0.6187845303867403,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
112,2,0.6187845303867403,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
113,1,0.6243093922651933,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
113,2,0.6243093922651933,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
114,1,0.6298342541436464,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
114,2,0.6298342541436464,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
115,1,0.6353591160220995,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
115,2,0.6353591160220995,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
116,1,0.6408839779005525,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
116,2,0.6408839779005525,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
117,1,0.6464088397790055,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
117,2,0.6464088397790055,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
118,1,0.6519337016574586,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
118,2,0.6519337016574586,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
119,1,0.6574585635359116,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
119,2,0.6574585635359116,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
120,1,0.6629834254143646,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
120,2,0.6629834254143646,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
121,1,0.6685082872928176,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
121,2,0.6685082872928176,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
122,1,0.6740331491712708,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
122,2,0.6740331491712708,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
123,1,0.6795580110497238,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
123,2,0.6795580110497238,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
124,1,0.6850828729281768,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
124,2,0.6850828729281768,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
125,1,0.6906077348066298,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
125,2,0.6906077348066298,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
126,1,0.6961325966850829,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
126,2,0.6961325966850829,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
127,1,0.7016574585635359,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
127,2,0.7016574585635359,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
128,1,0.7071823204419889,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
128,2,0.7071823204419889,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
129,1,0.712707182320442,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
129,2,0.712707182320442,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
130,1,0.7182320441988951,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
130,2,0.7182320441988951,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
131,1,0.7237569060773481,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
131,2,0.7237569060773481,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: HP, Harddisk: 80 Gb, External Monitor: 19'' LCD])
132,1,0.7292817679558011,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
132,2,0.7292817679558011,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: HP, Harddisk: 80 Gb, External Monitor: 19'' LCD])
133,1,0.7348066298342542,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
133,2,0.7348066298342542,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 20'' LCD])
134,1,0.7403314917127072,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
134,2,0.7403314917127072,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 20'' LCD])
135,1,0.7458563535911602,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
135,2,0.7458563535911602,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 20'' LCD])
136,1,0.7513812154696132,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
136,2,0.7513812154696132,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 20'' LCD])
137,1,0.7569060773480663,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
137,2,0.7569060773480663,TimeDependentAgentBoulware@21,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 20'' LCD])
138,1,0.7624309392265194,TitForTatAgent@20,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
138,2,0.7624309392265194,TimeDependentAgentBoulware@21,(Accept  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
agreement,Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD],1.0,0.8151053951696905
